 ,Area,Mean,X,Y,Circ.,AR,Round,Solidity
411,0.094,138.160,180.775,126.358,1.000,1.020,0.981,0.933
412,0.027,170.864,205.373,126.276,1.000,1.000,1.000,1.000
413,0.505,113.613,37.383,126.698,0.953,1.112,0.899,0.882
414,0.518,165.604,99.963,126.915,0.942,1.053,0.950,0.895
415,0.081,179.839,211.185,126.967,0.967,1.218,0.821,0.889
416,0.034,219.241,214.095,126.924,1.000,1.553,0.644,0.909
417,0.040,374.414,243.663,127.397,1.000,1.291,0.775,0.800
418,0.135,183.219,90.153,127.773,0.898,1.465,0.683,0.816
419,0.108,130.692,187.988,128.019,1.000,1.150,0.869,0.889
420,0.148,114.953,189.865,128.100,1.000,1.459,0.685,0.957
421,0.020,157.528,222.043,127.903,1.000,1.464,0.683,0.857
422,0.054,114.545,186.696,128.030,1.000,1.229,0.814,0.941
423,0.215,166.529,201.721,128.130,0.991,1.277,0.783,0.889
424,0.074,211.870,197.246,128.189,0.976,1.450,0.689,0.846
425,0.249,135.704,171.363,128.696,1.000,1.000,1.000,0.902
426,0.061,169.236,192.942,128.861,1.000,1.000,1.000,1.000
427,0.094,163.747,6.564,129.001,1.000,1.125,0.889,0.933
428,0.013,169.079,242.049,128.861,1.000,2.000,0.500,1.000
429,0.175,179.527,203.359,129.081,0.993,1.415,0.707,0.881
430,0.162,160.549,204.098,129.072,0.809,1.968,0.508,0.873
431,0.027,171.786,222.193,129.066,1.000,1.000,1.000,1.000
432,0.370,155.280,43.504,129.368,0.950,1.159,0.863,0.902
433,0.121,196.531,199.629,129.303,0.965,1.672,0.598,0.878
434,0.175,181.599,219.769,129.754,0.993,1.349,0.742,0.881
435,0.027,200.297,87.384,129.640,1.000,1.000,1.000,1.000
436,0.094,197.808,216.614,129.804,1.000,1.319,0.758,0.933
437,0.357,241.786,80.028,130.122,0.957,1.218,0.821,0.891
438,0.027,217.347,92.225,129.968,1.000,1.000,1.000,1.000
439,0.067,184.012,189.209,130.009,1.000,1.551,0.645,0.909
440,0.175,189.478,194.144,130.539,0.932,1.288,0.776,0.852
441,0.054,240.043,229.229,130.532,0.914,1.435,0.697,0.842
442,0.155,101.255,184.330,130.851,0.878,1.484,0.674,0.836
443,0.027,237.440,201.311,130.707,1.000,2.031,0.492,0.800
444,0.067,180.195,122.321,130.936,0.982,1.241,0.806,0.800
445,0.121,127.428,135.238,131.085,1.000,1.130,0.885,0.857
446,0.653,162.791,155.503,131.282,0.951,1.166,0.858,0.928
447,0.007,208.014,211.075,131.240,1.000,1.000,1.000,1.000
448,0.047,199.287,126.235,131.463,1.000,1.069,0.936,0.875
449,0.370,193.081,117.226,131.756,0.993,1.125,0.889,0.909
450,0.128,186.230,205.919,132.328,1.000,1.336,0.749,0.884
451,0.256,188.489,214.236,132.512,0.905,1.291,0.775,0.854
452,0.020,148.701,228.087,132.279,1.000,1.464,0.683,0.857
453,0.027,182.183,103.876,132.348,1.000,1.000,1.000,1.000
454,0.141,158.363,225.567,132.592,1.000,1.282,0.780,0.857
455,0.074,153.761,226.784,132.799,0.887,1.099,0.910,0.846
456,0.114,304.421,232.394,132.867,1.000,1.131,0.884,0.829
457,0.539,142.577,44.663,133.199,0.944,1.109,0.901,0.894
458,0.189,271.248,83.009,133.253,0.920,1.542,0.649,0.848
459,0.047,129.404,40.023,133.209,1.000,1.069,0.936,0.875
460,0.007,153.806,196.634,133.127,1.000,1.000,1.000,1.000
461,0.128,176.706,191.906,133.334,1.000,1.343,0.744,0.884
462,0.027,280.893,202.029,133.455,0.857,1.468,0.681,0.800
463,0.101,152.483,221.922,133.855,0.976,1.439,0.695,0.857
464,0.148,179.902,204.504,133.955,1.000,1.101,0.908,0.936
465,0.108,162.326,210.603,133.896,1.000,1.150,0.869,0.889
466,0.040,179.796,102.413,134.344,1.000,1.124,0.890,0.800
467,0.121,237.794,201.416,134.536,1.000,1.220,0.819,0.857
468,0.121,209.479,216.099,134.563,1.000,1.218,0.821,0.947
469,0.034,190.512,198.833,134.571,1.000,1.553,0.644,0.909
470,0.135,171.857,210.468,134.698,0.898,1.354,0.738,0.851
471,0.027,229.340,200.060,135.425,0.857,1.468,0.681,0.800
472,0.189,176.918,198.208,135.703,1.000,1.144,0.874,0.889
473,0.054,278.323,238.972,135.630,0.914,1.195,0.837,0.800
474,0.061,238.435,85.374,135.671,1.000,1.000,1.000,1.000
475,0.384,230.427,200.131,136.612,0.904,1.501,0.666,0.927
476,0.088,276.021,76.727,136.933,1.000,1.159,0.863,0.897
477,0.303,206.287,103.153,137.153,1.000,1.191,0.840,0.909
478,0.094,210.288,214.562,137.007,1.000,1.020,0.981,0.933
479,6.032,55.891,19.752,138.559,0.872,1.366,0.732,0.955
480,0.182,228.403,202.949,137.272,0.943,1.379,0.725,0.818
481,0.189,140.648,42.364,137.444,1.000,1.144,0.874,0.889
482,0.013,185.770,216.614,137.230,1.000,2.000,0.500,1.000
483,0.007,173.873,216.819,137.312,1.000,1.000,1.000,1.000
484,0.040,257.569,83.856,137.476,1.000,1.500,0.667,1.000
485,0.162,221.689,202.474,137.589,0.916,1.098,0.911,0.828
486,0.101,175.576,224.072,137.525,1.000,1.137,0.880,0.968
487,0.471,142.786,129.941,137.941,0.991,1.097,0.912,0.909
488,0.141,182.825,210.345,137.765,0.856,1.327,0.753,0.808
489,0.027,217.013,88.697,137.763,1.000,1.000,1.000,1.000
490,0.189,213.491,203.823,138.056,0.920,1.791,0.558,0.848
491,0.215,300.677,243.847,138.227,0.991,1.086,0.921,0.877
492,0.081,183.879,209.776,138.139,0.967,1.579,0.633,0.889
493,0.141,113.730,175.383,138.296,1.000,1.000,1.000,0.913
494,0.007,185.518,214.193,138.132,1.000,1.000,1.000,1.000
495,0.128,244.797,55.006,138.331,1.000,1.273,0.785,0.974
496,0.061,133.827,126.344,138.305,1.000,1.340,0.746,0.857
497,0.061,170.954,210.282,138.369,1.000,1.340,0.746,0.857
498,0.485,186.215,205.261,138.878,0.808,1.774,0.564,0.857
499,0.512,153.253,238.131,138.944,0.866,1.447,0.691,0.889
500,0.034,181.797,115.240,138.871,0.873,1.000,1.000,0.714
501,0.040,113.665,139.787,138.857,1.000,1.291,0.775,0.800
502,0.020,119.201,191.164,138.843,1.000,1.464,0.683,0.857
503,0.007,140.389,198.604,139.117,1.000,1.000,1.000,1.000
504,0.283,196.216,206.240,139.523,1.000,1.137,0.880,0.933
505,0.175,229.306,51.376,139.556,1.000,1.131,0.884,0.881
506,0.135,166.504,212.601,139.548,0.994,1.371,0.730,0.909
507,0.081,238.011,82.707,139.691,1.000,1.333,0.750,1.000
508,0.128,196.917,89.623,139.860,1.000,1.380,0.725,0.884
509,0.040,196.225,194.405,139.760,1.000,1.291,0.775,0.800
510,0.074,173.417,208.278,139.803,1.000,1.372,0.729,0.957
511,0.088,119.276,176.545,139.874,0.922,1.312,0.762,0.812
512,0.747,237.374,61.572,140.198,0.907,1.650,0.606,0.933
513,0.236,310.069,240.951,140.090,1.000,1.182,0.846,0.864
514,0.027,157.296,229.824,140.142,1.000,1.000,1.000,1.000
515,0.269,130.912,202.796,140.663,0.887,1.519,0.658,0.833
516,0.027,195.113,205.209,140.471,1.000,1.000,1.000,1.000
517,0.047,187.323,216.057,140.594,1.000,1.069,0.936,0.875
518,0.135,129.602,203.830,140.832,0.994,1.165,0.858,0.889
519,0.034,159.166,214.242,140.774,1.000,1.553,0.644,0.909
520,0.215,152.144,197.265,140.983,0.936,1.355,0.738,0.889
521,0.020,247.465,68.991,141.360,1.000,1.464,0.683,0.857
522,0.108,167.433,224.183,141.825,0.927,1.233,0.811,0.800
523,0.539,143.691,127.591,142.683,0.959,1.033,0.968,0.909
524,0.040,148.439,207.342,142.399,1.000,1.500,0.667,1.000
525,0.121,168.919,214.904,142.540,0.965,1.442,0.694,0.878
526,0.040,203.408,232.573,142.686,1.000,1.500,0.667,1.000
527,0.646,192.137,84.230,143.169,0.960,1.111,0.900,0.906
528,1.118,182.687,105.323,143.347,0.917,1.390,0.720,0.927
529,0.135,151.237,227.801,143.182,0.994,1.213,0.824,0.909
530,0.673,182.335,108.322,143.505,0.949,1.177,0.850,0.935
531,0.202,185.040,204.525,143.342,0.929,1.312,0.762,0.857
532,0.316,149.986,166.433,143.506,0.993,1.086,0.921,0.887
533,0.007,155.723,198.029,143.219,1.000,1.000,1.000,1.000
534,0.027,165.225,223.855,143.281,0.857,2.000,0.500,0.800
535,0.094,132.190,12.636,143.407,1.000,1.020,0.981,0.933
536,0.074,186.848,214.820,143.458,1.000,1.372,0.729,0.957
537,0.202,196.529,212.828,143.682,1.000,1.116,0.896,0.923
538,0.889,236.271,100.296,144.202,0.965,1.089,0.918,0.926
539,0.034,315.412,221.758,143.909,1.000,1.553,0.644,0.909
540,0.195,286.359,242.238,144.147,0.953,1.079,0.927,0.853
541,1.077,180.112,106.208,144.516,0.948,1.167,0.857,0.941
542,0.054,153.052,227.332,144.112,1.000,1.229,0.814,0.941
543,0.088,194.108,217.317,144.337,0.922,1.287,0.777,0.812
544,0.047,235.217,1.518,144.392,1.000,1.069,0.936,0.875
545,0.040,161.435,229.714,144.436,1.000,1.291,0.775,0.800
546,0.236,169.669,203.428,144.966,0.851,1.582,0.632,0.864
547,0.451,210.405,104.896,145.502,1.000,1.111,0.900,0.937
548,0.027,192.144,211.198,145.230,1.000,1.000,1.000,1.000
549,0.141,172.133,213.759,145.411,0.856,1.306,0.765,0.764
550,0.040,257.987,101.551,145.339,1.000,1.291,0.775,0.800
551,0.061,177.535,232.326,145.353,1.000,1.000,1.000,1.000
552,0.094,182.025,199.547,145.575,1.000,1.125,0.889,0.933
553,2.881,219.090,103.295,146.998,0.826,1.252,0.798,0.923
554,0.114,204.204,206.891,146.337,1.000,1.385,0.722,0.850
555,0.047,221.353,86.358,146.396,1.000,1.069,0.936,0.875
556,0.047,262.701,91.527,146.396,1.000,1.069,0.936,0.875
557,0.996,241.659,110.591,146.892,0.914,1.074,0.931,0.908
558,0.835,223.405,100.075,146.991,0.960,1.075,0.930,0.912
559,0.067,153.727,218.796,146.649,1.000,1.288,0.776,0.909
560,0.054,146.660,211.578,146.655,1.000,1.229,0.814,0.941
561,0.061,248.226,98.310,146.820,1.000,1.340,0.746,0.857
562,0.364,214.240,72.762,147.092,0.894,1.543,0.648,0.908
563,0.034,244.085,77.464,147.305,1.000,1.553,0.644,0.909
564,0.458,194.888,86.170,147.807,0.962,1.139,0.878,0.895
565,0.283,136.100,211.650,147.769,0.906,1.523,0.657,0.894
566,0.168,214.672,99.214,147.916,1.000,1.126,0.888,0.862
567,0.007,197.860,201.147,147.732,1.000,1.000,1.000,1.000
568,0.061,195.339,202.405,148.079,1.000,1.185,0.844,0.857
569,0.047,151.496,207.207,148.084,1.000,1.380,0.725,0.875
570,0.020,196.971,88.191,148.115,1.000,1.464,0.683,0.857
571,2.100,223.835,101.649,149.117,0.873,1.391,0.719,0.929
572,0.289,245.802,98.838,148.841,1.000,1.062,0.942,0.869
573,0.027,120.952,213.988,148.594,1.000,1.000,1.000,1.000
574,0.343,221.778,92.786,149.090,1.000,1.099,0.910,0.911
575,0.249,112.157,191.578,149.211,0.948,1.258,0.795,0.914
576,1.057,223.056,91.564,149.664,0.921,1.352,0.739,0.929
577,0.498,176.829,116.215,149.904,0.954,1.035,0.966,0.892
578,0.054,234.026,63.374,149.794,1.000,1.229,0.814,0.941
579,0.128,125.159,194.648,150.107,1.000,1.380,0.725,0.884
580,0.586,238.590,64.019,150.483,0.912,1.512,0.661,0.911
581,0.303,223.866,101.642,150.294,0.951,1.044,0.958,0.874
582,0.364,221.113,90.385,150.408,0.975,1.222,0.818,0.900
583,0.114,126.777,211.172,150.338,0.985,1.459,0.685,0.850
584,0.222,174.773,214.556,150.435,1.000,1.246,0.803,0.904
585,0.088,178.878,217.589,150.307,1.000,1.159,0.863,0.897
586,0.491,154.722,122.729,151.327,0.994,1.146,0.873,0.930
587,0.747,232.271,99.840,151.596,0.952,1.068,0.937,0.906
588,0.276,120.268,139.315,151.446,0.928,1.489,0.672,0.891
589,0.047,147.472,203.034,151.155,1.000,1.069,0.936,0.875
590,0.061,223.517,77.114,151.333,1.000,1.340,0.746,0.857
591,0.013,117.501,172.594,151.465,1.000,2.000,0.500,1.000
592,0.135,134.410,207.481,151.699,0.965,1.417,0.706,0.851
593,0.061,138.907,228.771,151.652,1.000,1.185,0.844,0.857
594,2.922,236.842,100.947,152.653,0.895,1.047,0.955,0.935
595,0.121,113.554,177.115,152.085,1.000,1.257,0.795,0.857
596,0.013,77.292,37.743,152.081,1.000,2.000,0.500,1.000
597,0.067,108.584,243.485,152.343,1.000,1.236,0.809,0.909
598,0.027,123.198,220.224,152.614,1.000,1.000,1.000,1.000
599,0.040,148.012,219.403,152.819,1.000,1.500,0.667,1.000
600,0.518,245.063,96.662,153.139,0.957,1.164,0.859,0.917
601,0.007,138.206,228.060,152.901,1.000,1.000,1.000,1.000
602,0.377,246.100,90.723,153.249,0.967,1.197,0.836,0.911
603,0.465,128.727,140.950,153.302,0.976,1.051,0.951,0.902
604,0.027,205.122,49.969,153.106,1.000,1.000,1.000,1.000
605,0.209,202.644,104.918,153.949,0.960,1.112,0.899,0.873
606,1.326,260.739,100.944,154.442,0.948,1.029,0.971,0.934
607,0.054,141.204,207.373,153.896,1.000,1.229,0.814,0.941
608,0.626,181.854,106.953,154.369,0.975,1.029,0.972,0.921
609,0.101,203.810,75.544,154.313,0.942,1.191,0.840,0.811
610,0.020,245.866,94.454,154.816,1.000,1.464,0.683,0.857
611,0.007,131.135,217.311,154.871,1.000,1.000,1.000,1.000
612,0.040,81.221,27.610,155.240,1.000,1.500,0.667,1.000
613,0.020,147.426,217.010,155.226,1.000,1.464,0.683,0.857
614,0.067,194.432,46.236,155.839,1.000,1.236,0.809,0.909
615,0.094,78.249,24.533,155.879,1.000,1.020,0.981,0.933
616,0.411,170.081,106.302,156.109,0.951,1.060,0.944,0.891
617,0.007,136.089,224.942,156.101,1.000,1.000,1.000,1.000
618,0.162,113.847,185.352,156.436,1.000,1.089,0.918,0.889
619,0.081,148.769,215.185,156.375,1.000,1.218,0.821,0.889
620,0.020,230.944,88.273,156.375,1.000,1.464,0.683,0.857
621,0.128,197.771,101.136,156.559,1.000,1.273,0.785,0.974
622,0.047,109.837,193.130,156.676,1.000,1.069,0.936,0.875
623,0.862,192.616,101.788,157.226,0.974,1.088,0.919,0.934
624,0.747,205.685,99.038,157.522,0.976,1.128,0.887,0.941
625,0.040,220.530,100.225,157.127,1.000,1.500,0.667,1.000
626,0.566,87.762,24.599,157.717,0.924,1.415,0.707,0.903
627,0.114,149.483,130.337,157.525,0.985,1.044,0.957,0.850
628,0.148,150.440,121.901,157.847,0.988,1.149,0.870,0.863
629,0.108,185.146,100.799,157.947,1.000,1.209,0.827,0.889
630,0.088,173.245,212.849,158.266,1.000,1.159,0.863,0.897
631,0.242,130.600,138.062,158.759,0.952,1.312,0.762,0.837
632,0.539,92.287,24.253,158.983,0.944,1.125,0.889,0.894
633,0.088,89.475,30.993,158.759,1.000,1.093,0.915,0.897
634,0.061,108.411,178.656,159.247,1.000,1.340,0.746,0.857
635,0.074,90.986,26.282,159.450,0.976,1.035,0.966,0.846
636,0.155,216.697,65.492,160.186,1.000,1.314,0.761,0.885
637,0.337,143.562,125.780,160.291,0.962,1.237,0.809,0.901
638,0.040,90.385,28.595,160.409,1.000,1.500,0.667,1.000
639,1.104,150.647,124.015,161.153,0.928,1.239,0.807,0.921
640,0.108,252.605,96.081,160.819,1.000,1.000,1.000,1.000
641,0.040,212.617,56.656,160.901,1.000,1.500,0.667,1.000
642,0.101,219.994,65.096,160.981,1.000,1.127,0.887,0.857
643,0.249,270.297,97.577,161.690,1.000,1.074,0.931,0.881
644,0.081,160.027,210.870,161.681,1.000,1.333,0.750,1.000
645,0.108,182.345,214.234,162.091,1.000,1.209,0.827,0.889
646,0.121,172.701,123.586,162.401,0.808,1.255,0.797,0.800
647,0.108,74.173,33.969,162.665,1.000,1.209,0.827,0.889
648,0.067,81.599,32.492,162.649,1.000,1.327,0.753,0.909
649,0.054,165.469,203.198,163.035,0.914,1.195,0.837,0.800
650,0.061,186.765,119.169,163.376,1.000,1.340,0.746,0.857
651,0.411,149.772,130.656,163.733,0.951,1.062,0.942,0.897
652,0.148,203.023,96.786,165.224,0.988,1.245,0.803,0.880
653,0.168,197.955,102.368,165.724,0.954,1.023,0.978,0.847
654,0.128,155.768,222.623,165.978,1.000,1.111,0.900,0.884
655,0.067,117.851,165.020,166.005,0.982,1.241,0.806,0.800
656,0.027,229.685,98.871,166.235,1.000,1.000,1.000,1.000
657,0.337,181.407,110.292,166.564,0.962,1.079,0.927,0.901
658,0.007,89.356,32.123,166.358,1.000,1.000,1.000,1.000
659,0.337,176.137,111.343,167.559,1.000,1.053,0.949,0.909
660,0.007,146.656,206.562,167.342,1.000,1.000,1.000,1.000
661,0.040,113.743,149.127,168.204,1.000,1.500,0.667,1.000
662,0.155,234.087,102.597,168.537,1.000,1.241,0.806,0.885
663,0.276,193.851,115.626,168.911,0.976,1.481,0.675,0.911
664,0.047,144.710,40.902,168.925,1.000,1.069,0.936,0.875
665,0.047,222.901,74.051,168.878,1.000,1.069,0.936,0.875
666,0.222,109.996,148.670,169.195,1.000,1.071,0.934,0.957
667,0.094,94.481,24.697,169.616,1.000,1.125,0.889,0.933
668,0.215,144.322,40.364,169.696,1.000,1.052,0.951,0.889
669,0.101,209.752,111.499,169.771,1.000,1.137,0.880,0.968
670,0.027,160.733,121.066,170.645,1.000,1.468,0.681,0.800
671,0.027,233.165,104.286,171.732,1.000,1.000,1.000,1.000
672,0.027,173.382,45.374,172.224,1.000,1.000,1.000,1.000
673,0.081,241.770,111.753,172.552,1.000,1.000,1.000,0.857
674,0.013,83.495,195.855,172.758,1.000,2.000,0.500,1.000
675,0.471,191.375,107.999,174.751,0.991,1.088,0.919,0.909
676,0.034,124.845,136.787,175.695,1.000,1.553,0.644,0.909
677,0.013,113.751,228.962,176.409,1.000,2.000,0.500,1.000
678,0.370,85.814,191.024,177.147,0.950,1.089,0.918,0.909
679,0.310,219.554,72.941,177.288,0.992,1.198,0.835,0.920
680,0.444,174.783,130.632,178.200,0.988,1.385,0.722,0.930
681,0.074,130.945,203.213,179.471,0.976,1.035,0.966,0.846
682,0.088,239.008,77.730,180.016,1.000,1.148,0.871,0.897
683,0.283,237.467,76.264,180.457,0.951,1.201,0.833,0.894
684,0.061,220.162,70.532,180.580,1.000,1.340,0.746,0.857
685,0.384,213.112,105.348,181.276,0.985,1.085,0.921,0.912
686,0.135,283.385,94.604,182.046,0.965,1.027,0.974,0.833
687,0.027,276.124,98.215,182.317,1.000,1.000,1.000,1.000
688,0.007,176.095,120.573,182.522,1.000,1.000,1.000,1.000
689,0.175,168.485,120.545,183.781,1.000,1.131,0.884,0.881
690,0.013,196.563,129.353,183.793,1.000,2.000,0.500,1.000
691,0.047,248.239,97.763,184.268,1.000,1.069,0.936,0.875
692,0.020,261.207,92.649,184.764,1.000,1.464,0.683,0.857
693,0.141,182.136,120.804,185.159,1.000,1.062,0.942,0.913
694,0.061,222.669,102.440,185.147,1.000,1.000,1.000,1.000
695,0.114,70.630,189.481,185.389,0.985,1.209,0.827,0.829
696,0.020,167.409,44.677,185.886,0.809,3.000,0.333,1.000
697,0.034,228.126,66.732,186.165,1.000,1.553,0.644,0.909
698,0.047,75.886,188.734,186.624,1.000,1.069,0.936,0.875
699,0.276,191.200,112.550,186.888,0.997,1.156,0.865,0.921
700,0.182,117.200,209.620,186.892,1.000,1.223,0.818,0.900
701,0.108,171.690,126.030,187.732,1.000,1.000,1.000,1.000
702,0.027,234.670,70.974,188.224,1.000,1.000,1.000,1.000
703,1.622,89.408,162.546,189.544,0.836,1.422,0.703,0.915
704,1.205,65.538,191.906,189.732,0.942,1.040,0.962,0.930
705,0.640,244.062,107.453,189.740,0.996,1.067,0.937,0.922
706,4.181,89.063,161.900,191.036,0.868,1.304,0.767,0.940
707,1.124,66.029,193.095,190.879,0.932,1.125,0.889,0.928
708,0.094,240.570,106.818,190.586,1.000,1.239,0.807,0.933
709,0.478,214.397,109.005,191.004,0.951,1.096,0.913,0.887
710,0.357,60.279,191.796,191.484,0.957,1.173,0.853,0.898
711,0.074,131.868,133.955,192.092,0.853,1.883,0.531,0.759
712,0.337,77.267,164.096,192.801,0.944,1.221,0.819,0.870
713,0.088,105.710,158.645,193.024,1.000,1.735,0.576,0.929
714,0.269,88.841,150.583,194.037,0.953,1.093,0.915,0.860
715,0.054,80.391,158.409,193.998,1.000,1.229,0.814,0.941
716,0.027,228.774,106.584,194.050,1.000,1.000,1.000,1.000
717,0.148,82.040,159.137,194.378,0.988,1.031,0.970,0.846
718,3.609,55.753,176.714,197.511,0.940,1.035,0.966,0.956
719,1.501,80.135,156.512,197.907,0.951,1.037,0.964,0.949
720,0.229,78.238,159.058,198.061,1.000,1.234,0.811,0.907
721,0.081,119.659,13.374,198.070,1.000,1.000,1.000,0.857
722,0.916,53.230,186.843,198.885,0.956,1.158,0.863,0.922
723,0.451,50.879,183.356,199.266,0.898,1.489,0.671,0.876
724,0.471,68.369,159.713,199.353,0.917,1.191,0.839,0.903
725,1.791,49.441,181.192,199.747,0.957,1.118,0.895,0.952
726,2.902,52.095,176.264,200.188,0.811,1.073,0.932,0.899
727,0.128,48.979,186.983,201.825,1.000,1.111,0.900,0.884
728,0.175,276.754,97.441,201.917,0.993,1.081,0.925,0.867
729,0.404,56.909,165.540,202.739,0.952,1.206,0.829,0.923
730,1.649,60.916,162.977,203.196,0.936,1.032,0.969,0.942
731,0.599,55.120,166.506,203.684,0.999,1.051,0.951,0.913
732,0.559,154.234,4.636,207.058,0.965,1.146,0.872,0.892
733,0.491,161.572,1.035,207.566,0.994,1.086,0.921,0.930
734,0.020,236.459,69.182,208.012,1.000,1.464,0.683,0.857
735,0.148,97.862,5.233,208.610,1.000,1.083,0.923,0.936
736,0.027,276.817,80.163,210.542,1.000,1.000,1.000,1.000
737,0.936,59.052,166.322,211.196,0.950,1.082,0.924,0.933
738,0.256,233.895,59.720,211.026,1.000,1.296,0.771,0.916
739,0.337,64.869,164.111,211.656,0.944,1.139,0.878,0.862
740,0.283,53.754,167.288,212.308,0.951,1.451,0.689,0.903
741,1.185,216.505,90.794,212.951,0.949,1.027,0.974,0.936
742,0.027,221.432,58.051,212.860,1.000,1.468,0.681,0.800
743,1.589,44.938,178.820,213.701,0.956,1.027,0.974,0.944
744,0.074,182.108,109.892,213.522,0.976,1.035,0.966,0.846
745,0.700,229.822,53.278,214.607,0.903,1.326,0.754,0.893
746,0.209,73.307,140.128,214.950,0.907,1.310,0.764,0.861
747,1.468,62.992,160.729,216.048,0.921,1.123,0.890,0.930
748,0.761,60.829,163.546,215.887,0.981,1.046,0.956,0.926
749,0.269,187.570,122.374,217.481,1.000,1.149,0.870,0.920
750,0.741,51.961,167.221,217.871,0.955,1.066,0.938,0.913
751,0.094,170.417,64.164,219.421,1.000,1.125,0.889,0.933
752,0.034,85.325,5.949,219.773,0.873,1.000,1.000,0.714
753,0.114,62.601,145.179,220.772,0.985,1.343,0.744,0.829
754,0.229,119.383,49.887,222.586,1.000,1.127,0.887,0.919
755,0.034,134.469,68.964,227.649,0.873,1.000,1.000,0.714
756,0.438,177.164,84.982,229.967,0.973,1.107,0.903,0.909
757,0.034,36.285,179.190,230.177,1.000,1.553,0.644,0.909
758,0.370,105.995,59.801,231.788,1.000,1.035,0.966,0.940
759,0.774,38.663,163.494,236.337,0.956,1.095,0.913,0.913
760,1.845,39.790,161.595,238.238,0.932,1.040,0.961,0.937
761,0.013,83.084,116.471,239.588,1.000,2.000,0.500,1.000
762,0.182,116.149,68.082,241.236,1.000,1.059,0.945,0.885
763,0.101,41.880,50.103,245.334,1.000,1.127,0.887,0.857
764,0.835,47.371,115.733,9.019,0.972,1.070,0.934,0.925
765,0.040,141.443,233.065,30.359,1.000,1.500,0.667,1.000
766,0.283,102.004,34.496,32.144,0.951,1.235,0.809,0.884
767,0.343,124.201,87.295,32.480,0.963,1.101,0.908,0.887
768,0.162,109.202,24.202,34.909,1.000,1.214,0.824,0.889
769,0.020,178.413,236.484,35.596,1.000,1.464,0.683,0.857
770,0.969,45.187,132.497,41.391,0.958,1.081,0.925,0.929
771,0.047,177.809,226.583,44.266,1.000,1.596,0.626,0.875
772,0.061,167.167,243.184,45.078,1.000,1.340,0.746,0.857
773,0.040,149.873,216.559,49.613,1.000,1.291,0.775,0.800
774,0.020,226.484,235.827,49.900,1.000,1.464,0.683,0.857
775,2.700,44.726,130.660,51.724,0.910,1.015,0.985,0.941
776,0.013,166.703,225.762,52.759,1.000,2.000,0.500,1.000
777,0.047,199.923,237.203,53.561,0.898,1.668,0.600,0.778
778,0.168,189.009,228.962,55.471,0.873,1.642,0.609,0.820
779,0.162,169.396,232.682,56.830,1.000,1.222,0.818,0.906
780,0.330,147.619,220.451,57.240,0.943,1.403,0.713,0.907
781,0.027,246.036,238.931,58.502,1.000,1.000,1.000,1.000
782,0.013,232.154,246.111,58.502,1.000,2.000,0.500,1.000
783,0.088,258.333,220.543,59.067,1.000,1.159,0.863,0.897
784,0.148,163.046,230.458,59.345,1.000,1.249,0.800,0.957
785,0.094,234.464,243.198,59.774,0.993,1.127,0.887,0.824
